case_id,selected_for_model,model_display,selected_outcome,models_disagree,explanation_seed,rank,feature_index,feature_name,raw_feature_value,weight,absolute_weight,direction
LIGHTGBM_FP_03,lightgbm,LightGBM,FP,True,137710,1,66,Init Fwd Win Byts,-1.0,-0.10514184351896248,0.10514184351896248,supports_benign
LIGHTGBM_FP_03,lightgbm,LightGBM,FP,True,137710,2,51,ECE Flag Cnt,0.0,0.040479844807749375,0.040479844807749375,supports_attack
LIGHTGBM_FP_03,lightgbm,LightGBM,FP,True,137710,3,46,RST Flag Cnt,0.0,0.03664310872433102,0.03664310872433102,supports_attack
LIGHTGBM_FP_03,lightgbm,LightGBM,FP,True,137710,4,19,Flow IAT Max,256.0,-0.03195028436368345,0.03195028436368345,supports_benign
LIGHTGBM_FP_03,lightgbm,LightGBM,FP,True,137710,5,37,Fwd Pkts/s,3906.25,0.02777544838558479,0.02777544838558479,supports_attack
LIGHTGBM_FP_03,lightgbm,LightGBM,FP,True,137710,6,13,Bwd Pkt Len Mean,58.0,0.025510135413306698,0.025510135413306698,supports_attack
LIGHTGBM_FP_03,lightgbm,LightGBM,FP,True,137710,7,7,Fwd Pkt Len Max,42.0,-0.022910577726548278,0.022910577726548278,supports_benign
LIGHTGBM_FP_03,lightgbm,LightGBM,FP,True,137710,8,25,Fwd IAT Min,0.0,-0.021203343154109634,0.021203343154109634,supports_benign
LIGHTGBM_FP_03,lightgbm,LightGBM,FP,True,137710,9,55,Bwd Seg Size Avg,58.0,0.016988333545467776,0.016988333545467776,supports_attack
LIGHTGBM_FP_03,lightgbm,LightGBM,FP,True,137710,10,2,Flow Duration,256.0,-0.014334971527015839,0.014334971527015839,supports_benign
LIGHTGBM_FP_03,lightgbm,LightGBM,FP,True,137710,11,0,Dst Port,53.0,0.009908107401925085,0.009908107401925085,supports_attack
LIGHTGBM_FP_03,lightgbm,LightGBM,FP,True,137710,12,48,ACK Flag Cnt,0.0,-0.007758077737590263,0.007758077737590263,supports_benign
LIGHTGBM_FP_03,lightgbm,LightGBM,FP,True,137710,13,39,Pkt Len Min,42.0,0.005404476130431955,0.005404476130431955,supports_attack
LIGHTGBM_FP_03,lightgbm,LightGBM,FP,True,137710,14,12,Bwd Pkt Len Min,58.0,0.0038916261736249057,0.0038916261736249057,supports_attack
LIGHTGBM_FP_03,lightgbm,LightGBM,FP,True,137710,15,69,Fwd Seg Size Min,8.0,0.0033888947215487846,0.0033888947215487846,supports_attack
LIGHTGBM_FP_04,lightgbm,LightGBM,FP,True,137711,1,66,Init Fwd Win Byts,1204.0,-0.08041746637156669,0.08041746637156669,supports_benign
LIGHTGBM_FP_04,lightgbm,LightGBM,FP,True,137711,2,20,Flow IAT Min,32.0,0.03784361395499775,0.03784361395499775,supports_attack
LIGHTGBM_FP_04,lightgbm,LightGBM,FP,True,137711,3,0,Dst Port,52569.0,0.03756170901754531,0.03756170901754531,supports_attack
LIGHTGBM_FP_04,lightgbm,LightGBM,FP,True,137711,4,55,Bwd Seg Size Avg,0.0,0.03173520875478137,0.03173520875478137,supports_attack
LIGHTGBM_FP_04,lightgbm,LightGBM,FP,True,137711,5,51,ECE Flag Cnt,0.0,0.0294552105084251,0.0294552105084251,supports_attack
LIGHTGBM_FP_04,lightgbm,LightGBM,FP,True,137711,6,19,Flow IAT Max,5378.0,-0.026698473160254234,0.026698473160254234,supports_benign
LIGHTGBM_FP_04,lightgbm,LightGBM,FP,True,137711,7,46,RST Flag Cnt,0.0,0.021623539234932314,0.021623539234932314,supports_attack
LIGHTGBM_FP_04,lightgbm,LightGBM,FP,True,137711,8,7,Fwd Pkt Len Max,31.0,-0.016896308053029822,0.016896308053029822,supports_benign
LIGHTGBM_FP_04,lightgbm,LightGBM,FP,True,137711,9,67,Init Bwd Win Byts,0.0,0.016604847654576625,0.016604847654576625,supports_attack
LIGHTGBM_FP_04,lightgbm,LightGBM,FP,True,137711,10,13,Bwd Pkt Len Mean,0.0,0.01606110926530675,0.01606110926530675,supports_attack
