memory_execution_order,source_cpu_execution_order,condition_id,target_id,target_role,comparison_group,hardware_mode,thread_count,batch_size,memory_repetition,status,baseline_rss_bytes,loaded_rss_bytes,peak_rss_bytes,delta_model_rss_bytes,delta_peak_rss_bytes,ru_maxrss_bytes_descriptive,rss_sample_count,parent_observed_peak_rss_bytes,worker_ram_limit_bytes
365,66,CPUCOND_073,FT_BALANCED_SINGLE_RESOURCE_REFERENCE,RESOURCE_DECOMPOSITION_REFERENCE,GROUP_A_DUPSAFE70,CPU_1_PHYSICAL_CORE,1,256,4,PASS,367120384,373620736,488108032,6500352,120987648,1210355712,77,488108032,28610476236
366,74,CPUCOND_005,STAGE16_XGBOOST_TUNED,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_1_PHYSICAL_CORE,1,8192,4,PASS,185913344,227532800,228651008,41619456,42737664,1210355712,14,229318656,28610476236
367,46,CPUCOND_026,STAGE16_CATBOOST_TUNED,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,2,1,1,PASS,178257920,270938112,273367040,92680192,95109120,1210355712,3,273559552,28610476236
368,15,CPUCOND_001,STAGE16_XGBOOST_TUNED,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_1_PHYSICAL_CORE,1,1,2,PASS,178614272,214921216,216088576,36306944,37474304,1210355712,3,222265344,28610476236
369,50,CPUCOND_023,STAGE16_CATBOOST_TUNED,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_1_PHYSICAL_CORE,1,256,2,PASS,178585600,271233024,274104320,92647424,95518720,1210355712,3,274100224,28610476236
370,63,CPUCOND_025,STAGE16_CATBOOST_TUNED,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_1_PHYSICAL_CORE,1,8192,3,PASS,185098240,278667264,286445568,93569024,101347328,1210355712,4,286441472,28610476236
371,54,CPUCOND_013,STAGE16_LIGHTGBM_TUNED,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_1_PHYSICAL_CORE,1,256,4,PASS,178868224,264216576,264925184,85348352,86056960,1210355712,5,269627392,28610476236
372,70,CPUCOND_043,STAGE20_MASKED_CNN_V1,PRIMARY_ARCHITECTURE,GROUP_B_PACKET_IMAGE,CPU_1_PHYSICAL_CORE,1,256,2,PASS,242708480,246947840,1361350656,4239360,1118642176,1362927616,1026,1361682432,28610476236
373,45,CPUCOND_014,STAGE16_LIGHTGBM_TUNED,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_1_PHYSICAL_CORE,1,1024,3,PASS,179482624,264122368,264826880,84639744,85344256,1210355712,13,269529088,28610476236
374,75,CPUCOND_006,STAGE16_XGBOOST_TUNED,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,2,1,5,PASS,178466816,214917120,216084480,36450304,37617664,1210355712,3,220884992,28610476236
375,60,CPUCOND_065,ENS_LGBM_XGB_EQUAL,OPERATIONAL_REFERENCE,GROUP_A_DUPSAFE70,CPU_1_PHYSICAL_CORE,1,8192,1,PASS,185479168,300847104,302653440,115367936,117174272,1210355712,90,306253824,28610476236
376,51,CPUCOND_072,FT_BALANCED_SINGLE_RESOURCE_REFERENCE,RESOURCE_DECOMPOSITION_REFERENCE,GROUP_A_DUPSAFE70,CPU_1_PHYSICAL_CORE,1,64,1,PASS,366522368,373121024,407040000,6598656,40517632,1210355712,19,407760896,28610476236
377,76,CPUCOND_030,STAGE16_CATBOOST_TUNED,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,2,8192,2,PASS,185409536,278769664,286904320,93360128,101494784,1210355712,4,286904320,28610476236
378,25,CPUCOND_070,ENS_LGBM_XGB_EQUAL,OPERATIONAL_REFERENCE,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,2,8192,4,PASS,185565184,302792704,304705536,117227520,119140352,1210355712,53,309776384,28610476236
379,15,CPUCOND_001,STAGE16_XGBOOST_TUNED,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_1_PHYSICAL_CORE,1,1,5,PASS,178409472,214827008,215949312,36417536,37539840,1210355712,3,222478336,28610476236
380,66,CPUCOND_073,FT_BALANCED_SINGLE_RESOURCE_REFERENCE,RESOURCE_DECOMPOSITION_REFERENCE,GROUP_A_DUPSAFE70,CPU_1_PHYSICAL_CORE,1,256,3,PASS,367108096,373624832,477868032,6516736,110759936,1210355712,74,477868032,28610476236
381,18,CPUCOND_010,STAGE16_XGBOOST_TUNED,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,2,8192,4,PASS,185999360,227655680,228839424,41656320,42840064,1210355712,8,231051264,28610476236
382,67,CPUCOND_063,ENS_LGBM_XGB_EQUAL,OPERATIONAL_REFERENCE,GROUP_A_DUPSAFE70,CPU_1_PHYSICAL_CORE,1,256,5,PASS,178954240,292728832,294531072,113774592,115576832,1210355712,7,298082304,28610476236
383,64,CPUCOND_068,ENS_LGBM_XGB_EQUAL,OPERATIONAL_REFERENCE,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,2,256,1,PASS,179183616,294920192,296787968,115736576,117604352,1210355712,5,300326912,28610476236
384,79,CPUCOND_028,STAGE16_CATBOOST_TUNED,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,2,256,2,PASS,178634752,271454208,274493440,92819456,95858688,1210355712,3,274489344,28610476236
385,40,CPUCOND_044,STAGE20_MASKED_CNN_V1,PRIMARY_ARCHITECTURE,GROUP_B_PACKET_IMAGE,CPU_1_PHYSICAL_CORE,1,1024,1,PASS,267620352,271859712,4705976320,4239360,4438355968,4709011456,3523,4705697792,28610476236
386,75,CPUCOND_006,STAGE16_XGBOOST_TUNED,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,2,1,2,PASS,178642944,214982656,216150016,36339712,37507072,1210355712,3,220131328,28610476236
387,15,CPUCOND_001,STAGE16_XGBOOST_TUNED,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_1_PHYSICAL_CORE,1,1,1,PASS,178671616,214904832,216027136,36233216,37355520,1210355712,3,221536256,28610476236
388,23,CPUCOND_049,STAGE20_MASKED_CNN_V1,PRIMARY_ARCHITECTURE,GROUP_B_PACKET_IMAGE,CPU_2_PHYSICAL_CORE,2,1024,4,PASS,267558912,271904768,4699549696,4345856,4431990784,4708909056,2074,4704972800,28610476236
389,73,CPUCOND_071,FT_BALANCED_SINGLE_RESOURCE_REFERENCE,RESOURCE_DECOMPOSITION_REFERENCE,GROUP_A_DUPSAFE70,CPU_1_PHYSICAL_CORE,1,1,5,PASS,366223360,372862976,381648896,6639616,15425536,1210355712,3,382631936,28610476236
390,78,CPUCOND_011,STAGE16_LIGHTGBM_TUNED,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_1_PHYSICAL_CORE,1,1,3,PASS,178925568,264159232,264863744,85233664,85938176,1210355712,3,269324288,28610476236
391,9,CPUCOND_020,STAGE16_LIGHTGBM_TUNED,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,2,8192,3,PASS,185176064,273584128,274309120,88408064,89133056,1210355712,42,275189760,28610476236
392,8,CPUCOND_021,STAGE16_CATBOOST_TUNED,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_1_PHYSICAL_CORE,1,1,5,PASS,178782208,271609856,273981440,92827648,95199232,1210355712,3,276475904,28610476236
393,7,CPUCOND_069,ENS_LGBM_XGB_EQUAL,OPERATIONAL_REFERENCE,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,2,1024,4,PASS,179470336,294715392,296583168,115245056,117112832,1210355712,10,300122112,28610476236
394,40,CPUCOND_044,STAGE20_MASKED_CNN_V1,PRIMARY_ARCHITECTURE,GROUP_B_PACKET_IMAGE,CPU_1_PHYSICAL_CORE,1,1024,4,PASS,267497472,271736832,4708823040,4239360,4441325568,4708720640,3474,4701052928,28610476236
395,1,CPUCOND_061,ENS_LGBM_XGB_EQUAL,OPERATIONAL_REFERENCE,GROUP_A_DUPSAFE70,CPU_1_PHYSICAL_CORE,1,1,5,PASS,178548736,292712448,294510592,114163712,115961856,1210355712,3,298065920,28610476236
396,53,CPUCOND_048,STAGE20_MASKED_CNN_V1,PRIMARY_ARCHITECTURE,GROUP_B_PACKET_IMAGE,CPU_2_PHYSICAL_CORE,2,256,2,PASS,242446336,246730752,1359446016,4284416,1116999680,1362706432,550,1359867904,28610476236
397,6,CPUCOND_042,STAGE20_MASKED_CNN_V1,PRIMARY_ARCHITECTURE,GROUP_B_PACKET_IMAGE,CPU_1_PHYSICAL_CORE,1,64,5,PASS,236113920,240418816,525082624,4304896,288968704,1210355712,229,524099584,28610476236
398,15,CPUCOND_001,STAGE16_XGBOOST_TUNED,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_1_PHYSICAL_CORE,1,1,4,PASS,178479104,214671360,215793664,36192256,37314560,1210355712,3,219910144,28610476236
399,28,CPUCOND_055,STAGE21_MASKED_VIT_V1,PRIMARY_ARCHITECTURE,GROUP_B_PACKET_IMAGE,CPU_1_PHYSICAL_CORE,1,8192,4,PASS,905740288,910086144,8663527424,4345856,7757787136,8663232512,5022,8663527424,28610476236
400,57,CPUCOND_058,STAGE21_MASKED_VIT_V1,PRIMARY_ARCHITECTURE,GROUP_B_PACKET_IMAGE,CPU_2_PHYSICAL_CORE,2,256,4,PASS,255238144,259588096,592441344,4349952,337203200,1210355712,87,591335424,28610476236
