case_id,model,model_display,selected_outcome,reference_number,reference_original_row_index,reference_probability,reference_logit,target_logit_difference,attribution_sum,absolute_completeness_error,signed_cosine_to_mean_attribution,top10_jaccard_to_mean_attribution,top10_sign_agreement_with_mean
CNN_FP_08,cnn,CNN,FP,19,111705,0.145994171500206,-1.766371250152588,11.294272899627686,11.353904223418859,0.059631323791172974,0.7602203198198231,0.17647058823529413,0.8
CNN_FP_08,cnn,CNN,FP,20,34940,0.06991544365882874,-2.58798885345459,12.115890502929688,12.137215691300577,0.021325188370889592,0.84604091097625,0.42857142857142855,1.0
CNN_FP_08,cnn,CNN,FP,21,212937,9.353640780318528e-05,-9.277066230773926,18.804967880249023,18.914114694252945,0.10914681400392112,0.756373502372614,0.42857142857142855,1.0
CNN_FP_08,cnn,CNN,FP,22,214917,0.03187817335128784,-3.4134364128112793,12.941338062286377,12.993371957209694,0.05203389492331745,0.8449177296506787,0.3333333333333333,0.9
CNN_FP_08,cnn,CNN,FP,23,70482,0.002233611885458231,-6.101899147033691,15.629800796508789,15.611260871360606,0.01853992514818259,0.47183930985366596,0.25,0.4
CNN_FP_08,cnn,CNN,FP,24,294868,0.00010112184099853039,-9.19908332824707,18.726984977722168,18.606465714180366,0.12051926354180154,0.7507578719950667,0.42857142857142855,1.0
CNN_FP_08,cnn,CNN,FP,25,39929,0.33780986070632935,-0.6730696558952332,10.20097130537033,10.23359878534054,0.032627479970209095,0.6317502825986907,0.5384615384615384,1.0
CNN_FP_08,cnn,CNN,FP,26,138479,0.0454024001955986,-3.045724868774414,12.573626518249512,12.538525242298185,0.03510127595132673,0.8048501934639929,0.8181818181818182,1.0
CNN_FP_08,cnn,CNN,FP,27,142790,1.4258160263125319e-05,-11.158166885375977,20.686068534851074,20.60635354937998,0.0797149854710959,0.8395857484876926,0.6666666666666666,0.9
CNN_FP_08,cnn,CNN,FP,28,100912,0.06924225389957428,-2.5983877182006836,12.126289367675781,12.15624290396023,0.029953536284448745,0.8492305036277574,0.42857142857142855,1.0
CNN_FP_08,cnn,CNN,FP,29,74305,0.00013703333388548344,-8.895149230957031,18.42305088043213,18.346728473598244,0.07632240683388503,0.672147939483392,0.42857142857142855,0.8
CNN_FP_08,cnn,CNN,FP,30,264007,9.488304203841835e-05,-9.262770652770996,18.790672302246094,18.747298887175443,0.04337341507065062,0.7483820695341893,0.42857142857142855,1.0
CNN_FP_08,cnn,CNN,FP,31,265049,0.09861952811479568,-2.212658166885376,11.740559816360474,11.740883560400787,0.000323744040313656,0.6756627188888311,0.17647058823529413,0.3
CNN_FP_08,cnn,CNN,FP,32,45738,0.04951528087258339,-2.95469069480896,12.482592344284058,12.375569466708265,0.10702287757579221,0.8052618945092315,0.6666666666666666,1.0
CNN_TN_01,cnn,CNN,TN,1,276817,0.0011331631103530526,-6.781608581542969,6.762349054217339,6.721523774304312,0.04082527991302687,0.2788210959145025,0.05263157894736842,0.5
CNN_TN_01,cnn,CNN,TN,2,214177,0.10486417263746262,-2.1443095207214355,2.1250499933958054,2.1511108708402404,0.026060877444435082,0.6815738194460745,0.17647058823529413,0.4
CNN_TN_01,cnn,CNN,TN,3,271605,0.029957886785268784,-3.4775469303131104,3.45828740298748,3.452205833598113,0.006081569389367214,0.6537070404934864,0.17647058823529413,0.5
